"Product SKU","Product Name","Price"
"","Вариация #1192 для Магний хлористый 6-водный ЧДА","173"
"120070","Магний хлористый 6-водный ЧДА","57"
"133068","Натрий метасиликат 5-водный, Китай, 0,5 кг","45"
"133054","Натрий триполифосфат пищевой, 1 кг","161"
"","Вариация #1183 для Салициловая кислота, Китай","112"
"","Вариация #1182 для Салициловая кислота, Китай","399"
"173252","Салициловая кислота, Китай","112"
"","Вариация #1180 для Медь сернокислая (II) 5-водная (медный купорос) марка А, 1 сорт, техн.","262"
"","Вариация #1179 для Медь сернокислая (II) 5-водная (медный купорос) марка А, 1 сорт, техн.","4337"
"123079","Медь сернокислая (II) 5-водная (медный купорос) марка А, 1 сорт, техн.","262"
"","Вариация #1176 для Медь сернокислая (II) 5-водная, ЧДА","44"
"","Вариация #1175 для Медь сернокислая (II) 5-водная, ЧДА","189"
"120194","Медь сернокислая (II) 5-водная (медный купорос), ЧДА","44"
"","Вариация #1173 для Аммиак водный ЧДА, 0,9 кг","65"
"","Вариация #1172 для Аммиак водный ЧДА, 0,9 кг","436"
"123048","Муравьиная кислота (85%), Китай, 1,2 кг","198"
"010217","Аммиак водный ЧДА","65"
"183102","Тальк, Финляндия, 0,5 кг","88"
"","Вариация #1166 для Сорбиновая кислота, Китай","406"
"","Вариация #1165 для Сорбиновая кислота, Китай","114"
"173070","Сорбиновая кислота, Китай","114"
"173059","Силикагель КСКГ, техн., 1 кг","130"
"103234","Кальций хлористый 2-водный пищевой, Финляндия, 0,5 кг","44"
"","Вариация #1161 для Железо треххлористое 6-водное (ч)","42"
"","Вариация #1160 для Железо треххлористое 6-водное (ч)","100"
"","Вариация #1159 для Железо треххлористое 6-водное (ч)","178"
"070063","Железо треххлористое 6-водное (ч)","42"
"420138","Бумага индикаторная универсальная рН 0-12","131"
"","Вариация #1152 для Алюмокалиевые квасцы, ХЧ","30"
"","Вариация #1151 для Алюмокалиевые квасцы, ХЧ","98"
"","Вариация #1150 для Алюмокалиевые квасцы, ХЧ","134"
"013055","Алюмокалиевые квасцы, ХЧ","30"
"","Вариация #1147 для Алюмоаммонийные квасцы 12-водные (ч)","41"
"","Вариация #1146 для Алюмоаммонийные квасцы 12-водные (ч)","95"
"","Вариация #1145 для Алюмоаммонийные квасцы 12-водные (ч)","1322"
"010115","Алюмоаммонийные квасцы 12-водные (ч)","41"
"010091","Оксид алюминия, Ч, 0,1 кг","57"
"390041","Фильтры обеззоленные синяя лента 9 см, 100 шт.","30"
"390113","Фильтры обеззоленные синяя лента 18 см, 100 шт.","130"
"390082","Фильтры обеззоленные синяя лента 15 см, 100 шт.","90"
"390042","Фильтры обеззоленные синяя лента 12,5 см, 100 шт.","66"
"390010","Фильтры обеззоленные синяя лента 11 см, 100 шт.","65"
"390112","Фильтры обеззоленные красная лента 9 см, 100 шт.","31"
"390106","Фильтры обеззоленные красная лента 15 см, 100 шт.","90"
"390030","Фильтры обеззоленные красная лента 12,5 см, 100 шт.","67"
"390029","Фильтры обеззоленные красная лента 11 см, 100 шт.","50"
"390084","Фильтры обеззоленные белая лента 9 см, 100 шт.","30"
"390107","Фильтры обеззоленные белая лента 18 см, 100 шт.","131"
"390081","Фильтры обеззоленные белая лента 15 см, 100 шт.","90"
"390005","Фильтры обеззоленные белая лента 12,5 cм, 100 шт.","66"
"390032","Фильтры обеззоленные белая лента 11 см, 100 шт.","62"
"203203","Бумага фильтровальная (840х970-1000 мм), 1 кг","375"
"203202","Бумага фильтровальная (520х600 мм), 1 кг","325"
"","Вариация #1121 для Желатин пищевой, Россия","119"
"","Вариация #1120 для Желатин пищевой, Россия","513"
"","Вариация #1119 для Желатин пищевой, Россия","17225"
"073023","Желатин пищевой, Россия","119"
"","Вариация #1116 для Перекись водорода, Россия","107"
"","Вариация #1115 для Перекись водорода, Россия","646"
"800002","Перекись водорода, Россия","107"
"","Вариация #1112 для Декстрин кукурузный кислотный, техн.","22"
"","Вариация #1111 для Декстрин кукурузный кислотный, техн.","85"
"053053","Декстрин кукурузный кислотный, техн., Франция","22"
"044010","Графит ГЛ-1, техн, 1 кг","215"
"","Вариация #1107 для Глюкоза, Франция","22"
"","Вариация #1106 для Глюкоза, Франция","79"
"040674","Глюкоза, Франция","22"
"033049","Вазелин густой, техн., 0,9 кг","223"
"373315","Соль Мора 0,1Н, 5 шт.","102"
"373305","Серебро азотнокислое 0,1Н, 1 ампула","767"
"373312","Натрий хлористый 0,1Н, 5шт.","69"
"373325","Натрий углекислый безводный 0,1Н, 5 шт.","65"
"373306","Натрий серноватистокислый 0,1Н, 5 шт.","72"
"373316","Магний сернокислый 0,1Н, 5 шт.","69"
"373328","Калий хромовокислый 0,1Н, 5 шт.","96"
"373319","Калий роданистый 0,1Н, 5 шт.","104"
"373323","Калий иодноватокислый 0,1Н, 5 шт.","114"
"373322","Калий иодистый 0,1Н, 5 шт.","460"
"373311","Калий двухромовокислый 0,1Н, 5 шт.","89"
"373318","Калий бромноватокислый 0,1Н, 5 шт.","96"
"373391","Калий бромистый 0,1Н, 5 шт.","96"
"902215","Пробка резиновая для бутирометров (жиромеров) двухконусная, 12,5*14,5","18"
"373320","Калий бромид-бромат 0,1Н, 5 шт.","129"
"121033","Молочная кислота 80%, 1,2 кг","345"
"","Вариация #1068 для Натрий гидроокись ЧДА, Россия","93"
"","Вариация #1067 для Натрий гидроокись ЧДА, Россия","146"
"130108","Натрий гидроокись (едкий натр) ЧДА, Россия","40"
"","Вариация #1065 для Калий гидроокись, Франция","156"
"","Вариация #1064 для Калий гидроокись, Франция","218"
"103158","Калий гидроокись, Франция","156"
"373327","Барий хлористый 0,1Н, 5 шт.","87"
"330004","Аммоний хлористый 0,1Н, 10 шт","253"
"113000","Лимонная кислота пищевая, 1 кг","155"
"373317","Аммоний роданистый 0,1Н","97"
"997840","Колба коническая Эрленмейера КН-100, полипропилен","289"
"033048","Воск пчелиный, техн.","724"
"153114","Парафин марки П-2, пищевой","260"
"173071","Стеариновая кислота, 1 кг","183"
"","Вариация #998 для Натрий гипохлорит, кат. А, технический","48"
"","Вариация #997 для Натрий гипохлорит, кат. А, технический","775"
"133095","Натрий гипохлорит, кат. А, технический","48"
"905093","Пробка резиновая №40, 3 шт.","73"
"","Вариация #945 для Пропиленгликоль USP жидкий, Германия","270"
"","Вариация #944 для Пропиленгликоль USP жидкий, Германия","2300"
"920070","Пропиленгликоль USP жидкий, Германия","270"
"","Вариация #829 для Серебро азотнокислое, ХЧ","1040"
"","Вариация #828 для Серебро азотнокислое, ХЧ","2080"
"373301","Серебро азотнокислое, ХЧ","1040"
"","Вариация #826 для Серебро сернокислое, ХЧ","1175"
"","Вариация #825 для Серебро сернокислое, ХЧ","2350"
"373304","Серебро сернокислое, ХЧ","1175"
"","Вариация #804 для Гидрофобизатор НЕОГАРД для плитки","228"
"","Вариация #803 для Гидрофобизатор НЕОГАРД для плитки","655"
"070009","Гидрофобизатор НЕОГАРД для плитки","228"
"","Вариация #801 для Гидрофобизатор НЕОГАРД для кирпича","228"
"","Вариация #800 для Гидрофобизатор НЕОГАРД для кирпича","655"
"070010","Гидрофобизатор НЕОГАРД для кирпича","228"
"","Вариация #798 для Гидрофобизатор НЕОГАРД для кирпича &#8212; особо прочное покрытие","412"
"","Вариация #797 для Гидрофобизатор НЕОГАРД для кирпича &#8212; особо прочное покрытие","1640"
"070013","Гидрофобизатор НЕОГАРД для кирпича &#8212; особо прочное покрытие","412"
"","Вариация #795 для Гидрофобизатор НЕОГАРД для бетона","228"
"","Вариация #794 для Гидрофобизатор НЕОГАРД для бетона","655"
"070011","Гидрофобизатор НЕОГАРД для газобетона","228"
"","Вариация #789 для Гидрофобизатор НЕОГАРД для бетона &#8212; особо прочное покрытие","412"
"","Вариация #788 для Гидрофобизатор НЕОГАРД для бетона &#8212; особо прочное покрытие","1640"
"070014","Гидрофобизатор НЕОГАРД для газобетона &#8212; особо прочное покрытие","412"
"","Вариация #789 для Гидрофобизатор НЕОГАРД для бетона &#8212; особо прочное покрытие","412"
"","Вариация #788 для Гидрофобизатор НЕОГАРД для бетона &#8212; особо прочное покрытие","1640"
"070012","Гидрофобизатор НЕОГАРД для бетона &#8212; особо прочное покрытие","412"
"999306","Цилиндр 25 мл, полипропилен","79"
"999185","Кружка 2000 мл, полипропилен, Германия","462"
"999087","Цилиндр 50 мл, полипропилен","83"
"991757","Стакан низкий 2000 мл, полипропилен, Германия","444"
"991644","Цилиндр 100 мл, полипропилен, Германия","310"
"991122","Цилиндр 250 мл, полипропилен, объемная шкала","154"
"903314","Кружка 250 мл, полипропилен, Германия","211"
"998670","Ерш пробирочный (d=12 мм), синтетическая щетина","69"
"996958","Спринцовка ПВХ №12А, 360 мл","25"
"977351","Гидрохинон, Япония, 0,1 кг","185"
"","Вариация #508 для Винная кислота","67"
"","Вариация #507 для Винная кислота","288"
"433007","Винная кислота, Китай","67"
"033042","Вазелиновое масло (жидкий парафин), 0.4 кг","142"
"023047","Борная кислота, 0.5 кг","94"
"","Вариация #502 для D(-)Фруктоза кристаллическая","63"
"","Вариация #501 для D(-)Фруктоза кристаллическая","221"
"","Вариация #500 для D(-)Фруктоза кристаллическая","374"
"203047","D-Фруктоза кристаллическая (плодовый сахар), Китай","63"
"123088","Мочевина (карбамид), техническая","58"
"","Вариация #497 для Магний азотнокислый 6-водный ЧДА","65"
"","Вариация #496 для Магний азотнокислый 6-водный ЧДА","286"
"120009","Магний азотнокислый 6-водный ЧДА","65"
"905497","Щипцы тигельные 210 мм","334"
"995086","Штатив лабораторный Бунзена ЛT","6914"
"996813","Штатив для пробирок ШЛПП-02/20","59"
"998186","Штатив для пробирок ШЛПП-02/10","46"
"903838","Шпатель-ложка 210 мм, сталь 18/10","236"
"996167","Шпатель №3 (200 мм) фарфоровый","180"
"996166","Шпатель №2 (150 мм) фарфоровый","143"
"996087","Шпатель №1 (120 мм) фарфоровый","127"
"991046","Чашка выпарительная №5, фарфоровая","254"
"991043","Чашка выпарительная №3, фарфоровая","108"
"991042","Чашка выпарительная №2, фарфоровая","81"
"991041","Чашка выпарительная №1, фарфоровая","63"
"991565","Часы песочные ЧПС для сауны","120"
"996440","Часы песочные на 5 минут","103"
"996248","Часы песочные на 3 минуты","103"
"996441","Часы песочные на 20 минут","132"
"996538","Часы песочные на 2 минуты","103"
"996539","Часы песочные на 15 минут","136"
"996249","Часы песочные на 10 минут","141"
"996247","Часы песочные на 1 минуту","103"
"991123","Цилиндр 500 мл, объемная шкала","209"
"992347","Цилиндр 1000 мл, синяя шкала","844"
"991072","Цилиндр 100 мл, объемная шкала","59"
"991251","Фартук КЩС защитный резиновый","296"
"996427","Тигель низкий №6 (125 мл, 75/38*57 мм) фарфоровый","91"
"991069","Тигель низкий №5 (50 мл, 55/28*42 мм) фарфоровый","71"
"991067","Тигель низкий №4 (25 мл, 45/22*35 мм) фарфоровый","57"
"991066","Тигель низкий №3 (10 мл, 35/18*26 мм) фарфоровый","46"
"996905","Тигель высокий №6 (250 мл, 70*90мм) фарфоровый","110"
"996168","Тигель высокий №5 (90 мл, 55/28*70 мм)  фарфоровый","59"
"996411","Тигель высокий №4 (35 мл, 45/22*55 мм) фарфоровый","66"
"996410","Тигель высокий №3 (18 мл, 35/18*43 мм) фарфоровый","52"
"991242","Ступка №6 (180 мм) фарфоровая","1408"
"996180","Ступка №4 (110 мм) фарфоровая","281"
"991230","Ступка №3 (90 мм) фарфоровая","232"
"991228","Ступка №1 (50 мм) фарфоровая","158"
"992500","Стекло предметное 25х75х1,0-1,2, шлиф. край, 50 шт.","98"
"997634","Стекло предметное 25х75х1,0-1,2, 72 шт.","111"
"996063","Стекло покровное 24х24, 100 шт.","47"
"996062","Стекло покровное 18х18, 100 шт.","28"
"991652","Стакан низкий, 5000 мл","1820"
"998102","Стакан низкий, 1000 мл","68"
"996743","Стакан низкий, 500 мл","60"
"996742","Стакан низкий, 250 мл","45"
"996741","Стакан низкий, 100 мл","41"
"996740","Стакан низкий, 50 мл","34"
"991233","Стакан №8, фарфор, 2000 мл","773"
"992537","Стакан №7, фарфор, 1000 мл","527"
"996053","Спринцовка резиновая №3А","34"
"996036","Спринцовка резиновая №1А","28"
"996672","Спринцовка резиновая №0 (каплесчитатель)","16"
"996957","Спринцовка ПВХ №9А","33"
"998167","Спринцовка ПВХ №6А","37"
"998440","Спринцовка ПВХ №3А","26"
"998439","Спринцовка ПВХ №1А","26"
"999055","Спринцовка ПВХ №15Б","65"
"930083","Спички длительного горения","23"
"996025","Спиртометр-ареометр бытовой 30-60","72"
"990303","Спиртометр-ареометр бытовой 0-96","55"
"993693","Респиратор РУ-60М марка В1Р1 (полумаска)","480"
"904498","Пробка резиновая №85","175"
"904376","Пробка резиновая №60, 3 шт.","310"
"904375","Пробка резиновая №50, 3 шт.","225"
"904374","Пробка резиновая №45, 3 шт.","135"
"904373","Пробка резиновая №34,5","157"
"903075","Пробка резиновая №29, 10 шт.","152"
"903072","Пробка резиновая №19, 10 шт","69"
"903071","Пробка резиновая №16, 10 шт.","46"
"903070","Пробка резиновая № 14,5, 10 шт.","34"
"904497","Пробка резиновая №100","295"
"903066","Пробка резиновая №10, 10 шт.","18"
"997303","Пробка полиэтиленовая ППВ-20 (заглушка, кладыш)","2"
"997300","Пробирка центрифужная коническая, 50 мл","18"
"997805","Пробирка микроцентрифужная (Эппендорфа), 1,5 мм, 500 шт","345"
"903592","Прихватка-подставка круглая, 205х7 мм, силикон","144"
"903590","Прихватка на пальцы, 105 мм, силикон","44"
"903589","Прихватка Pot Holder, силикон","144"
"903588","Подставка под горячее крестовидная, силикон, 22 см","111"
"903587","Подставка под горячее, силикон, 212х174","144"
"991077","Пинцет анатомический, нерж. сталь, 250 мм","344"
"998152","Пинцет анатомический, нерж. сталь, 200 мм","342"
"998153","Пинцет анатомический, нерж. сталь, 150 мм","198"
"991237","Пест №3, фарфор","174"
"991236","Пест №2, фарфор","134"
"991235","Пест №1, фарфор","102"
"993233","Перчатки КЩС латексные, тип 2, разм.9","40"
"993232","Перчатки КЩС латексные, тип 2, разм.8","41"
"993231","Перчатки КЩС латексные, тип 2, разм.7","41"
"993230","Перчатки КЩС латексные, тип 1, разм.3","82"
"993240","Перчатки анатомические латексные (разм.9), 15 пар","348"
"991206","Очки защитные ЗНГ1, закрытые","221"
"996088","Ложка №3, 200 мм, фарфор","176"
"996397","Ложка №2, 150 мм, фарфор","131"
"996396","Ложка №1, 120 мм, фарфор","127"
"996381","Кружка №5, 2000 мл, фарфор","1061"
"992411","Кружка №3, 1000 мл, фарфор","652"
"996176","Кружка №2, 500 мл, фарфор","435"
"996175","Кружка №1, 250 мл, фарфор","310"
"903037","Кружка 5000 мл с делениями, Германия","1622"
"998242","Кружка 500 мл с делениями","49"
"998241","Кружка 2000 мл с делениями","111"
"996739","Кружка 1000 мл с делениями","71"
"991262","Кастрюля №3 500 мл","497"
"991261","Кастрюля №2 250 мл","252"
"991260","Кастрюля №1 100 мл","128"
"103289","Карандаш по стеклу, синий","7"
"103101","Карандаш по стеклу, красный","7"
"905498","Зажим пружинящий для трубок до 25 мм (Мора)","101"
"996734","Зажим винтовой для трубок до 8 мм (Гофмана)","112"
"995795","Держатель универсальный (лапка) LA-122 (ЛАБ-ДУ-45)","1910"
"993542","Держатель для бюреток ЛБ-ДБ-170-30","813"
"902141","Груша для пипеток 10-100 мл, трехклапанная","657"
"998173","Воронка лабораторная В-75-120","30"
"998449","Воронка лабораторная В-56-80","31"
"991114","Воронка лабораторная В-25-40","6"
"998234","Воронка лабораторная В-200-280","142"
"996738","Воронка лабораторная В-150-230","62"
"996737","Воронка лабораторная В-100-150","31"
"996005","Воронка Бюхнера №6 2700 мл","4660"
"996009","Воронка Бюхнера №4, 500 мл","1250"
"996435","Воронка Бюхнера №3, 200 мл","733"
"996456","Воронка Бюхнера №1, 50 мл","257"
"990302","Виномер-ареометр бытовой","53"
"996371","Бутирометр 1-6 для молока (жиромер)","346"
"997514","Банка 2000 мл с завинчивающейся крышкой","34"
"990326","Банка 100 мл  с завинчивающейся крышкой","10"
"996303","Ареометр-гигрометр АЭГ 20-100% тосол, антифриз","576"
"996405","Ареометр АЭ-1 1100-1300 с пипеткой, для электролита","547"
"998976","Ареометр АЭ-1 1100-1300 без пипетки, для электролита","131"
"996125","Ареометр АСПТ 60-100 для спирта","693"
"996023","Ареометр АСП-3 40-70 для спирта","247"
"996019","Ареометр АОН-3 1300-1800","192"
"996136","Ареометр АОН-3 1000-1400","202"
"996335","Ареометр АОН-1 1240-1300","198"
"996158","Ареометр АОН-1 1180-1240","198"
"996119","Ареометр АОН-1 1120-1180","247"
"996118","Ареометр АОН-1 1060-1120","201"
"996117","Ареометр АОН-1 1000-1060","202"
"996685","Ареометр АНТ-1 830-890 с термометром для нефтепродуктов","784"
"995162","Промывалка, 250 мл","169"
"992742","Промывалка, 500 мл","218"
"373110","Смесь удобрений &#171;Изобилие в огороде&#187; №2","72"
"","Вариация #310 для Резорцин, Япония","186"
"","Вариация #309 для Резорцин, Япония","788"
"563005","Резорцин, Япония","186"
"103124","Канифоль сосновая, техническая, 1 кг","374"
"","Вариация #306 для Скипидар живичный в/сорт (техн.)","432"
"","Вариация #305 для Скипидар живичный в/сорт (техн.)","2920"
"173117","Скипидар живичный в/сорт (техн.)","432"
"","Вариация #303 для Олеиновая кислота, Чехия, 0,9 &#8212; 9 кг","271"
"","Вариация #302 для Олеиновая кислота, Чехия, 0,9 &#8212; 9 кг","1997"
"143023","Олеиновая кислота, Чехия, 0,9 &#8212; 9 кг","271"
"996806","Трубка КЩ резиновая 6 (6.3) х 1.3-2.0","185"
"994046","Трубка вакуумная резиновая 25х5","359"
"993015","Трубка резиновая соединительная, 16х3.5","331"
"993013","Трубка резиновая соединительная, 8х1.5","354"
"905155","Трубка силиконовая 8х1.5, 10 метров","1179"
"905104","Трубка силиконовая 18х2, 1 метр","335"
"904709","Трубка ПВХ 3х1.5-1.3","827"
"998303","Ёрш пробирочный (d=24 мм), синтетическая щетина","32"
"998183","Ёрш посудный, синтетическая щетина","67"
"998302","Ерш бутылочный, синтетическая щетина","38"
"996326","Гигрометр-психрометр ВИТ-2 (+15&#8230;+40°С)","242"
"996282","Гигрометр-психрометр ВИТ-1 (0+25°С)","240"
"996022","Ареометр АСП-3 0-40 для спирта","248"
"бут_п_1","Бутыль 1000 мл с завинчивающейся крышкой","13"
"998367","Банка 1000 мл с завинчивающейся крышкой","29"
"998366","Банка 500 мл с завинчивающейся крышкой","24"
"998365","Банка 250 мл с завинчивающейся крышкой","18"
"998364","Банка 100 мл с завинчивающейся крышкой","15"
"997360","Бутыль 2000 мл с завинчивающейся крышкой","315"
"997223","Банка 500 мл с завинчивающейся крышкой","20"
"993986","Банка 1000 мл с завинчивающейся крышкой","44"
"993985","Банка 500 мл с завинчивающейся крышкой","31"
"991946","Банка 1000 мл с завинчивающейся крышкой","52"
"991889","Банка 500 мл с завинчивающейся крышкой","44"
"991220","Банка 100 мл  с завинчивающейся крышкой","11"
"991214","Банка 50 мл с завинчивающейся крышкой","13"
"991213","Банка 100 мл с завинчивающейся крышкой","9"
"991204","Банка 250 мл с завинчивающейся крышкой","16"
"990274","Банка 2000 мл с завинчивающейся крышкой","281"
"113112","Лецитин соевый, порошок, США, 200 гр.","205"
"","Вариация #198 для Глицерин ЧДА, Россия","186"
"","Вариация #197 для Глицерин ЧДА, Россия","750"
"","Вариация #194 для Аскорбиновая кислота, 0,1 &#8212; 0,5 кг","84"
"","Вариация #193 для Аскорбиновая кислота, 0,1 &#8212; 0,5 кг","355"
"904641","Трубка резиновая 8х1,5 мм, 10 метров","293"
"040652","Глицерин ЧДА, Россия","186"
"013051","Аскорбиновая кислота, 0,1 &#8212; 0,5 кг","84"
"904645","Трубка резиновая, 14х3, 10 метров","899"
"113007","Лецитин соевый в гранулах, 100 грамм","109"
"904583","Трубка ПВХ медицинская 6х1,5х1,3, 3 метра","107"
